mean,err
0.9999025617193757,0.004370964400236496
1.1517967285988442,0.014620938017022259
0.5497416369052045,0.014255819721746636
0.27841776615893343,0.008943874965965723
0.1780250884339625,0.006598803013153656
0.13654949893675092,0.004683116557552263
0.11857092136749377,0.0037238064163747724
0.10977648415303486,0.0033320057235517154
0.10512537033277145,0.0034050983962756478
0.10294414624511261,0.003412650513933329
0.1012244801999135,0.0031774234956182777
0.1003188951541312,0.002768228767438784
0.09956548596048713,0.002485906251834389
0.09818384241623958,0.0026784132470692367
0.09787813335102657,0.00275133235094838
0.09896865315943344,0.0028893310927590172
0.09986111373901682,0.002840826929809922
0.10080698078807589,0.002871752383829012
0.101222565273909,0.0030944147772104173
0.10074156915625357,0.0037074639080068167
0.09866054596974715,0.004383662234608049
0.09809713732772161,0.005282681898752451
0.10189436994108904,0.00660690576565366
0.10842862494760692,0.008535318159782125
0.1084286249476071,0.00853531815978122
0.10189436994108904,0.006606905765654214
0.09809713732772166,0.005282681898752506
0.09866054596974713,0.0043836622346079615
0.10074156915625354,0.003707463908006871
0.10122256527390903,0.003094414777210533
0.10080698078807589,0.0028717523838290046
0.09986111373901681,0.0028408269298099338
0.09896865315943341,0.002889331092759002
0.09787813335102659,0.0027513323509482275
0.09818384241623958,0.0026784132470691582
0.09956548596048714,0.0024859062518343055
0.1003188951541312,0.002768228767438566
0.10122448019991348,0.003177423495618421
0.10294414624511262,0.003412650513933117
0.10512537033277147,0.0034050983962758343
0.10977648415303487,0.0033320057235515124
0.11857092136749377,0.003723806416374756
0.136549498936751,0.004683116557551939
0.1780250884339625,0.0065988030131537085
0.27841776615893343,0.008943874965965458
0.5497416369052045,0.014255819721746766
1.1517967285988444,0.01462093801702191
NaN,0.0
