mean,err
0.38515741999918107,0.00010941521926957363
1.6833270305823058,0.00033994098052991085
1.2563008603146641,0.0007221907114956324
0.9366994240119089,0.0011550431404961673
0.7366932279884025,0.0015848162114525124
0.6170855988797339,0.0019784264973433724
0.5420413490097189,0.0025385675256732964
0.48987560145237413,0.003481948232772643
0.4522419342467793,0.004620746530686461
0.4256452240775871,0.006197188234505203
0.40514402535917055,0.008256667199025637
0.3824697647168283,0.011080698406083358
0.3651616066010104,0.014246643742519166
0.35381767179710333,0.018376392216514867
0.3435758812007966,0.02277523924608167
0.3291430632905538,0.027619586923629636
0.3104145925465414,0.038606104109813424
0.2969483329206067,0.04967262414558476
0.2959004401180947,0.05737518612223584
0.29415000805286134,0.07044195859959235
0.28761781161809424,0.09061957813834687
0.30129411380287585,0.12348263932526428
0.30086576867919135,0.1552592368863058
0.26832559144381524,0.20523195990644208
0.26832559144381524,0.20523195990644216
0.30086576867919135,0.1552592368863053
0.3012941138028758,0.12348263932526433
0.2876178116180942,0.09061957813834697
0.29415000805286134,0.07044195859959235
0.2959004401180947,0.057375186122235695
0.2969483329206067,0.049672624145584876
0.3104145925465414,0.038606104109813244
0.3291430632905538,0.027619586923630025
0.3435758812007966,0.022775239246081404
0.3538176717971031,0.01837639221651517
0.36516160660101044,0.014246643742519325
0.3824697647168285,0.011080698406082145
0.40514402535917066,0.008256667199026062
0.42564522407758715,0.006197188234505397
0.4522419342467793,0.004620746530686988
0.48987560145237413,0.0034819482327716963
0.542041349009719,0.0025385675256744205
0.6170855988797339,0.001978426497343932
0.7366932279884025,0.001584816211452456
0.9366994240119089,0.0011550431404938584
1.2563008603146641,0.0007221907114959403
1.6833270305823058,0.0003399409805294765
NaN,0.0
