mean,err
-0.0666212896403374,0.00005140883013727444
0.026876811209242478,0.000015032280030073192
0.00453641976679139,8.467310577334518e-6
0.001207179497726293,5.163172952549387e-6
0.00045768854141652255,3.368556980451042e-6
0.00021776625736977758,2.595138367492479e-6
0.00011877223354487636,2.39409463019633e-6
0.00007006608538083626,2.3733042484549443e-6
0.000043635305711808216,2.4880601845445515e-6
0.00002824577317094149,2.661388847557912e-6
0.000018660201464900688,2.5307505430318673e-6
0.000012187077034808317,2.330562969579698e-6
7.497330242680072e-6,2.0757991656624483e-6
3.907061599609142e-6,1.7853449689168701e-6
1.8817763589474848e-6,1.4360589948946267e-6
1.0599865571580852e-6,1.2905279927331185e-6
7.666372552242693e-7,1.2257750957843088e-6
7.05363427657787e-7,1.1568490663620996e-6
1.136320722283749e-6,1.1456321946269954e-6
1.6820262651320461e-6,1.1749917857124633e-6
1.4388169216367635e-6,1.144396374658291e-6
1.393249710933063e-6,1.1889921945925887e-6
1.5772336999602354e-6,1.3411733197830126e-6
1.3932168816277295e-6,1.4666993130003532e-6
1.297381064539094e-6,1.5024441163952029e-6
