mean,err
0.0666468612452713,0.00004307209296694719
-0.02695613875758089,0.000015046222063474942
-0.004585565051207555,7.686238812447874e-6
-0.0012411562796838594,5.175573157813476e-6
-0.0004814249087132624,4.108908412389982e-6
-0.0002325587266031127,3.561427779815863e-6
-0.00012743004268509994,3.0767099087714315e-6
-0.00007488359854007766,2.4486306781723854e-6
-0.00004619034426457053,1.893579072200878e-6
-0.000030081662696435073,1.6330665961005039e-6
-0.0000206068207723822,1.5201260692190909e-6
-0.000014420757084444862,1.4495576555767584e-6
-0.000010010679683463196,1.3362786638753522e-6
-6.682578232861414e-6,1.2060278036692006e-6
-4.653118745935051e-6,1.1077899004609719e-6
-3.4814959406411736e-6,1.0844766561302984e-6
-2.3668652391958784e-6,1.0570326641096979e-6
-1.5995773621390461e-6,1.0377920426609017e-6
-2.045570068297724e-6,1.127188173455205e-6
-2.7369689740722224e-6,1.5016864062171513e-6
-3.0028310648006997e-6,1.7657706635219293e-6
-2.8810461351443626e-6,1.8008004779652069e-6
-2.7389131028860943e-6,1.6883152866579677e-6
-2.238256422351699e-6,1.3733256720296364e-6
-1.945136203689958e-6,1.2331531020141747e-6
-2.238256422351699e-6,1.3733256720296364e-6
-2.7389131028860943e-6,1.6883152866579677e-6
-2.8810461351443626e-6,1.8008004779652069e-6
-3.0028310648006997e-6,1.7657706635219293e-6
-2.7369689740722224e-6,1.5016864062171513e-6
-2.045570068297724e-6,1.127188173455205e-6
-1.5995773621390461e-6,1.0377920426609017e-6
-2.3668652391958784e-6,1.0570326641096979e-6
-3.4814959406411736e-6,1.0844766561302984e-6
-4.653118745935051e-6,1.1077899004609719e-6
-6.682578232861414e-6,1.2060278036692006e-6
-0.000010010679683463196,1.3362786638753522e-6
-0.000014420757084444862,1.4495576555767584e-6
-0.0000206068207723822,1.5201260692190909e-6
-0.000030081662696435073,1.6330665961005039e-6
-0.00004619034426457053,1.893579072200878e-6
-0.00007488359854007766,2.4486306781723854e-6
-0.00012743004268509994,3.0767099087714315e-6
-0.0002325587266031127,3.561427779815863e-6
-0.0004814249087132624,4.108908412389982e-6
-0.0012411562796838594,5.175573157813476e-6
-0.004585565051207555,7.686238812447874e-6
-0.02695613875758089,0.000015046222063474942
