dataset_name,dataset_path,ns,nt,beta,temperature,ml,ms,mres,zm,num_cfgs,pbpl,pbpl_err,pbps,pbps_err,pbp_rm,pbp_rm_err
L48T16beta4.18ms0.037265m0.001022,/Users/junxiongnie/code/algo/ParseLQCData/data/readin/L48T16beta4.18ms0.037265m0.001022,48,16,4.18,157.03,0.001022,0.037265,0.000280451,0.972899,2029,0.0009706079228191211,6.424773431566196e-6,0.01629887386890096,1.3381211311712362e-6,0.0004164875183304906,6.585431487746827e-6
