-2.09804003588760696e-01,6.21717557060800304e-04
-7.19686070202932987e-02,6.21806672724027013e-04
-1.71668250292469904e-02,6.10313175096728264e-04
-6.68703686173533190e-03,5.72694808549086736e-04
-3.56365025476082379e-03,5.09155047379006818e-04
-2.26876361164503023e-03,4.45333423761840248e-04
-1.61536152719635542e-03,3.86717226394217681e-04
-1.23795874672901407e-03,3.37582898912521683e-04
-9.88253739150777829e-04,3.00125699465321645e-04
-8.12437521510702841e-04,2.72698495382085054e-04
-6.92211364979350647e-04,2.50000621989538493e-04
-6.08522536924010582e-04,2.30306646979755659e-04
-5.42080944877426315e-04,2.14233440113199472e-04
-4.84778580620401204e-04,2.01705177114234948e-04
-4.37277125664033454e-04,1.91382180068413202e-04
-3.97617483354253335e-04,1.83184490012694646e-04
-3.62360362843942602e-04,1.77016594045556805e-04
-3.30432355092697295e-04,1.71850024682154544e-04
-3.04895565111700667e-04,1.66411763004350040e-04
-2.86186991626276928e-04,1.61681795841975517e-04
-2.72963181776406409e-04,1.58719763527179913e-04
-2.59346664341832719e-04,1.57859133764224328e-04
-2.48984275450060439e-04,1.57835068876587860e-04
-2.45483331897308526e-04,1.57823939129127623e-04
-2.45521232551301630e-04,1.57773263220852147e-04
-2.45483331897308526e-04,1.57823939129127623e-04
-2.48984275450060439e-04,1.57835068876587860e-04
-2.59346664341832719e-04,1.57859133764224328e-04
-2.72963181776406409e-04,1.58719763527179913e-04
-2.86186991626276928e-04,1.61681795841975517e-04
-3.04895565111700667e-04,1.66411763004350040e-04
-3.30432355092697295e-04,1.71850024682154544e-04
-3.62360362843942602e-04,1.77016594045556805e-04
-3.97617483354253335e-04,1.83184490012694646e-04
-4.37277125664033454e-04,1.91382180068413202e-04
-4.84778580620401204e-04,2.01705177114234948e-04
-5.42080944877426315e-04,2.14233440113199472e-04
-6.08522536924010582e-04,2.30306646979755659e-04
-6.92211364979350647e-04,2.50000621989538493e-04
-8.12437521510702841e-04,2.72698495382085054e-04
-9.88253739150777829e-04,3.00125699465321645e-04
-1.23795874672901407e-03,3.37582898912521683e-04
-1.61536152719635542e-03,3.86717226394217681e-04
-2.26876361164503023e-03,4.45333423761840248e-04
-3.56365025476082379e-03,5.09155047379006818e-04
-6.68703686173533190e-03,5.72694808549086736e-04
-1.71668250292469904e-02,6.10313175096728264e-04
-7.19686070202932987e-02,6.21806672724027013e-04
