dataset_name,dataset_path,ns,nt,beta,temperature,ml,ms,mres,zm,num_cfgs,pbpl,pbpl_err,pbps,pbps_err,pbp_rm,pbp_rm_err
L48T16beta4.405ms0.021032m0.000760,/Users/junxiongnie/code/algo/ParseLQCData/data/readin/L48T16beta4.405ms0.021032m0.000760,48,16,4.405,241.6,0.00076,0.021032,3.75269e-6,1.09274,4855,0.00031128978898043255,2.634651560093848e-8,0.008561607555745199,2.7184925558427664e-7,4.0302659404913734e-7,2.0680450871955537e-8
