-6.769372840357994192e-02,8.653349522114532069e-06
-4.611244054794263331e-02,5.134909631339734385e-06
-8.661434436320267216e-03,2.081621395753319663e-06
-2.526820878069150310e-03,1.395189601877628277e-06
-1.030316747912678058e-03,1.016553996848316755e-06
-5.185656605995647619e-04,7.953651292728941833e-07
-2.957980794858073702e-04,6.467784183392270113e-07
-1.821552708720172329e-04,5.331200841235365118e-07
-1.178374124288143976e-04,4.507195714713390878e-07
-7.884685605142020424e-05,3.991927765420839616e-07
-5.404430344448062220e-05,3.641889712006841349e-07
-3.767927996214687908e-05,3.265565442740439483e-07
-2.661619046224251542e-05,2.865006700963223895e-07
-1.902459631619668752e-05,2.596412237683872652e-07
-1.377598864953697370e-05,2.489588852972918414e-07
-1.012196647156249410e-05,2.402590701125279268e-07
-7.514926585043957642e-06,2.254203711340745013e-07
-5.640430900905137812e-06,2.103046121039845951e-07
-4.310585461269308574e-06,2.033279842490079673e-07
-3.380523661671989179e-06,2.006241983449748281e-07
-2.726390792737159550e-06,2.017360801258402965e-07
-2.274342743373611536e-06,2.100372996132905421e-07
-1.982235051691572373e-06,2.193165086086208266e-07
-1.802327199073569440e-06,2.272138775868610231e-07
-1.732464629773733945e-06,2.317093183889663332e-07
-1.802327199073569440e-06,2.272138775868610231e-07
-1.982235051691572373e-06,2.193165086086208266e-07
-2.274342743373611536e-06,2.100372996132905421e-07
-2.726390792737159550e-06,2.017360801258402965e-07
-3.380523661671989179e-06,2.006241983449748281e-07
-4.310585461269308574e-06,2.033279842490079673e-07
-5.640430900905137812e-06,2.103046121039845951e-07
-7.514926585043957642e-06,2.254203711340745013e-07
-1.012196647156249410e-05,2.402590701125279268e-07
-1.377598864953697370e-05,2.489588852972918414e-07
-1.902459631619668752e-05,2.596412237683872652e-07
-2.661619046224251542e-05,2.865006700963223895e-07
-3.767927996214687908e-05,3.265565442740439483e-07
-5.404430344448062220e-05,3.641889712006841349e-07
-7.884685605142020424e-05,3.991927765420839616e-07
-1.178374124288143976e-04,4.507195714713390878e-07
-1.821552708720172329e-04,5.331200841235365118e-07
-2.957980794858073702e-04,6.467784183392270113e-07
-5.185656605995647619e-04,7.953651292728941833e-07
-1.030316747912678058e-03,1.016553996848316755e-06
-2.526820878069150310e-03,1.395189601877628277e-06
-8.661434436320267216e-03,2.081621395753319663e-06
-4.611244054794263331e-02,5.134909631339734385e-06
