Ensemble,Beta,Temp,Ns,Nt,Num_cfgs,Mean_unscaled,Error_unscaled,Mean_vol_scaled,Error_vol_scaled,Mean_scaled,Error_scaled
L32T12beta4.17,4.17,204.41333333333333,32,12,105,1.8745986746189276e-7,7.98735761670085e-8,0.07371221924389562,0.031407568126086416,443527.3638763771,188979.73822548334
