dataset_name,dataset_path,ns,nt,beta,temperature,ml,ms,mres,zm,num_cfgs,pbpl,pbpl_err,pbps,pbps_err,pbp_rm,pbp_rm_err
L48T16beta4.20ms0.035150m0.001041,/Users/junxiongnie/code/algo/ParseLQCData/data/readin/L48T16beta4.20ms0.035150m0.001041,48,16,4.2,164.55,0.001041,0.03515,0.000191127,0.98571,2072,0.0007670759758204612,5.541103871172309e-6,0.015245838146718127,1.266518472061239e-6,0.0002389624588705116,5.605914826626159e-6
