dataset_name,ns,nt,beta,temperature,ml,ms,mres,zm,num_cfgs,pbpl,pbpl_err,pbps,pbps_err,pbp_rm,pbp_rm_err
L48T18_beta4.17ms0.040m0.0020_2,48,18,4.1700,136.28,0.002000,0.040000,0.00033972,0.966247,76,2.0143378289e-03,4.2648530130e-05,1.6947446842e-02,3.9676216756e-04,1.0674064684e-03,5.0022791566e-05
