dataset_name,dataset_path,ns,nt,beta,temperature,ml,ms,mres,zm,num_cfgs,pbpl,pbpl_err,pbps,pbps_err,pbp_rm,pbp_rm_err
L48T18_beta4.17ms0.040m0.0020,/Users/junxiongnie/code/algo/ParseLQCData/data/readin/L48T18_beta4.17ms0.040m0.0020,48,18,4.17,136.27555555555557,0.002,0.04,0.000339722,0.966247,98,0.001626265591836734,0.0000824177390386743,0.014214908367346945,0.0007078331019488678,0.0008298028557882,0.00004421592306149791
