mean,err
0.38552036798143796,0.0004991533228912812
1.6829943925439839,0.0011316431701535988
1.2553178008987274,0.00218852483228917
0.9353364433297991,0.0033259910020643066
0.7342659201168136,0.004518561915084567
0.6181081380224588,0.006232687917365415
0.5443968516246772,0.009054475088011847
0.485522584916968,0.012036797013546081
0.4438972735560456,0.015359296640029206
0.41018395708302274,0.021169176128132874
0.3695787571010664,0.0284115389671199
0.326131258121849,0.03290240052432926
0.310868734397734,0.03894238375884802
0.285478285786968,0.04504557473887575
0.2869613374666363,0.053341999389336175
0.26737898370829666,0.0580087863935255
0.2649424707513829,0.07568345318181935
0.2905105909078607,0.10856981938679529
0.2691685436177271,0.13980932572568666
0.1938799429178587,0.1761390264124845
0.17099252948547466,0.2628895639837554
0.13319944729596975,0.3527028984012698
0.10550757521716067,0.5181611116040664
0.001386305944941321,0.0934522394667735
0.0014248377114578056,0.0934002070967937
0.10550718360330473,0.518168896586797
0.13319944729596972,0.35270289840126934
0.17099252948547472,0.2628895639837552
0.1938799429178587,0.17613902641248425
0.269168543617727,0.13980932572568677
0.2905105909078607,0.1085698193867954
0.2649424707513829,0.07568345318181939
0.26737898370829666,0.05800878639352551
0.2869613374666363,0.05334199938933619
0.285478285786968,0.045045574738875875
0.31086873439773405,0.03894238375884855
0.326131258121849,0.032902400524329065
0.36957875710106636,0.028411538967120252
0.41018395708302274,0.021169176128132294
0.4438972735560456,0.015359296640028918
0.485522584916968,0.012036797013544981
0.5443968516246773,0.009054475088012548
0.6181081380224587,0.006232687917363836
0.7342659201168136,0.004518561915085407
0.9353364433297993,0.003325991002062392
1.2553178008987271,0.002188524832291002
1.6829943925439839,0.0011316431701526594
NaN,0.0
