mean,err
1.0649447426783736,0.008126615041777398
1.4161928154414947,0.03689641900062734
0.9255176037811176,0.06786149951914004
0.6396642770816555,0.0911414187107811
0.48728898564010004,0.1065215457630016
0.4107733333717568,0.12166067634176997
0.3578059116358164,0.1350709441169303
0.29084970966845924,0.13090584176939488
0.26861402189667033,0.14825677095703566
0.2628199222487241,0.17299031147489435
0.27240389930678677,0.2145461723446984
0.30139138205018506,0.3010221247365396
0.36044622877538185,0.4932858047170068
0.568523290323802,1.3144614159400125
1.191991594883658,7.144395164278485
0.14404304183063651,4.01539034736743
0.06439657027087675,2.59023241005374
0.031083399974225243,1.8095121961083094
0.04175209281165311,4.0487860143169865
0.0000127544480191611,0.001611213382193285
0.175561079065569,1.3601562271088643
0.2125467771166233,1.3026371896848912
0.22037841114082632,0.5942404772378543
0.12636440690494852,0.5556653182667332
0.12634841748310024,0.5560179453292929
1.034014317591584,55.20784733942416
0.5237338913340904,30.000022907328106
0.17556255015868927,1.3601377993839456
0.3581625713116977,34.741837453662704
0.7435805534854036,48.01768015497346
1.3626227367728705,63.74082247547183
2.42274779643681,84.32419236149703
24.19831623645647,139.72759281194524
4.979810334373228,101.31288055167873
0.5685232903238022,1.3144614159400119
0.3604462287753819,0.49328580471700684
0.30139138205018506,0.30102212473653955
0.2724038993067867,0.21454617234469836
0.2628199222487241,0.17299031147489397
0.2686140218966703,0.1482567709570359
0.29084970966845936,0.13090584176939501
0.3578059116358164,0.13507094411693005
0.4107733333717565,0.12166067634176958
0.48728898564010004,0.10652154576300066
0.6396642770816554,0.09114141871078077
0.9255176037811176,0.06786149951914257
1.4161928154414944,0.03689641900062961
NaN,0.0
