dataset_name,ns,nt,beta,temperature,ml,ms,mres,zm,num_cfgs,pbpl,pbpl_err,pbps,pbps_err,pbp_rm,pbp_rm_err
L48T16beta4.13ms0.043547m0.000805,48,16,4.1300,138.23,0.000805,0.043547,0.00033972,0.966247,2000,1.6687950369e-03,6.3416265338e-06,1.9425236925e-02,1.3460934076e-06,1.2027107773e-03,6.5466926484e-06
